index,Place_name,Address1,Hours,Phone,emails,Location,Reviewscount,Total_score,website,Category,Claimed,Latitude,Longitude,Place_id,Cid,Featured_Image,reviewurl
200,GoodFellas Barbershop Sukomanunggal,"Jl. Raya Sukomanunggal Jaya No.2K, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60188","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",82233050900,,https://www.google.com/maps?cid=11313799654423868783,536,4.8,m.facebook.com,Tempat Cukur Rambut,yes,-7.2694493,112.6940308,ChIJqa8SzB381y0RbzXftdewAp0,0x2dd7fc1dcc12afa9:0x9d02b0d7b5df356f,https://lh5.googleusercontent.com/p/AF1QipPAByTIyootw0sv5B1wRSI6glfgTEEXXuNxjYl1,https://search.google.com/local/reviews?placeid=ChIJqa8SzB381y0RbzXftdewAp0&q=barbershop+Lakarsantri&authuser=0&hl=in&gl=ID
201,GoodFellas Barbershop Sukomanunggal,"Jl. Raya Sukomanunggal Jaya No.2K, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60188","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",82233050900,,https://www.google.com/maps?cid=11313799654423868783,536,4.8,m.facebook.com,Tempat Cukur Rambut,yes,-7.2694493,112.6940308,ChIJqa8SzB381y0RbzXftdewAp0,0x2dd7fc1dcc12afa9:0x9d02b0d7b5df356f,https://lh5.googleusercontent.com/p/AF1QipPAByTIyootw0sv5B1wRSI6glfgTEEXXuNxjYl1,https://search.google.com/local/reviews?placeid=ChIJqa8SzB381y0RbzXftdewAp0&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
202,GoodFellas Barbershop Bukit Darmo Golf,"Jl. Bukit Darmo Golf No.36, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60255","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81231552665,,https://www.google.com/maps?cid=1285890365635056614,257,5,goodfellasindonesia.com,Tempat Cukur Rambut,yes,-7.2937959,112.6972201,ChIJVSnl16j91y0R5lPGf3lm2BE,0x2dd7fda8d7e52955:0x11d866797fc653e6,https://lh5.googleusercontent.com/p/AF1QipPX4Q1I24W0quK7xEOVfiqmdiNRYjLToFOHoidR,https://search.google.com/local/reviews?placeid=ChIJVSnl16j91y0R5lPGf3lm2BE&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
203,Lynford Barbershop #1 - Kupang Jaya,"Jl. Kupang Jaya I No.Kav 3, Sonokwijenan, Kec. Sukomanunggal, Surabaya, Jawa Timur 60189","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",8113338077,lynfordbarbershop@gmail.com,https://www.google.com/maps?cid=11342568139388013285,385,4.9,lynfordbarbershop.com,Tempat Cukur Rambut,yes,-7.2758784,112.7055865,ChIJC2L5rYD91y0R5crilKDlaJ0,0x2dd7fd80adf9620b:0x9d68e5a094e2cae5,https://lh5.googleusercontent.com/p/AF1QipMqEDtFsaAEp48eQcl31XT2MeVKn6SPlf19_xCh,https://search.google.com/local/reviews?placeid=ChIJC2L5rYD91y0R5crilKDlaJ0&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
204,The Original Barbershop (Darmo Permai),"Jl. Raya Darmo Permai I No.57, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60226","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",8113771377,,https://www.google.com/maps?cid=8689832339613834347,450,4.9,theoriginalbarbers.com,Tempat Cukur Rambut,yes,-7.281418,112.6961483,ChIJWVE7sST91y0Ra1xi4Hh8mHg,0x2dd7fd24b13b5159:0x78987c78e0625c6b,https://lh5.googleusercontent.com/p/AF1QipOrvn-9MvJCaVDXyPhBXzjWwfQZ1KvNel78s54,https://search.google.com/local/reviews?placeid=ChIJWVE7sST91y0Ra1xi4Hh8mHg&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
205,Capitol Barbershop & Coffee,"Ruko No. 9, Jl. Raya Darmo Permai II No.56, Pradahkalikendal, Dukuhpakis, Surabaya, East Java 60226","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",85330700777,,https://www.google.com/maps?cid=16529400156628310741,107,4.6,,Tempat Cukur Rambut,no,-7.2808337,112.6848374,ChIJf7UjWzv81y0R1dodrt05ZOU,0x2dd7fc3b5b23b57f:0xe56439ddae1ddad5,https://lh5.googleusercontent.com/p/AF1QipOK0wsqCkQbwy0x0DMe9TY9mvA0F68o9kkWsA-g,https://search.google.com/local/reviews?placeid=ChIJf7UjWzv81y0R1dodrt05ZOU&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
206,Ferro barbershop,,,83849009004,,,160,4.9,ferro-barbershop.business.site,"Tempat Cukur Rambut,Service establishment",yes,-6.914709,113.5832404,ChIJBZ0-w3KCeC4RxNw_n_u1eKY,0x2e788272c33e9d05:0xa678b5fb9f3fdcc4,https://lh5.googleusercontent.com/p/AF1QipN1qTQI-vT5RX0e7VQTyf2uRL_DrG9oksz_ZAQ8,
207,GoodFellas Barbershop Graha,"Ruko Graha Family Blok B No. 8, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60216","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",81235777892,,https://www.google.com/maps?cid=9364930256784014896,432,4.7,goodfellasindonesia.com,Tempat Cukur Rambut,yes,-7.2920715,112.6765529,ChIJU5hLtkn81y0RMD7rdXPq9oE,0x2dd7fc49b64b9853:0x81f6ea7375eb3e30,https://lh5.googleusercontent.com/p/AF1QipPqECn_P1cs7cmPCmphNdE2HD37tBXEQGBqhPpn,https://search.google.com/local/reviews?placeid=ChIJU5hLtkn81y0RMD7rdXPq9oE&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
208,Captain Barbershop Darmo Permai,"Jl. Simpang Darmo Permai Utara No.29, Lontar, Kec. Sambikerep, Surabaya, Jawa Timur 60188","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81389006280,cs@captainbarbershop.co.id,https://www.google.com/maps?cid=5273239065645734767,2240,5,captainbarbershop.co.id,Tempat Cukur Rambut,yes,-7.2778078,112.6831375,ChIJAYax1kr91y0Rb9uGy_1OLkk,0x2dd7fd4ad6b18601:0x492e4efdcb86db6f,https://lh5.googleusercontent.com/p/AF1QipOKYWPRl7fNvyfIpmIAYI1US9PKwH9OZwQAzyNY,https://search.google.com/local/reviews?placeid=ChIJAYax1kr91y0Rb9uGy_1OLkk&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
209,Sea'B Barbershop,"Jl. Manukan Tengah No.20 P, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185","Kamis:[10.00â€“21.30],Jumat:[10.00â€“21.30],Sabtu:[10.00â€“21.30],Minggu:[10.00â€“21.30],Senin:[10.00â€“21.30],Selasa:[12.00â€“21.30],Rabu:[10.00â€“21.30]",81234714134,,https://www.google.com/maps?cid=14379079345538451690,718,5,,"Tempat Cukur Rambut,Penata Rambut",yes,-7.2652415,112.6638507,ChIJnz4gS8j_1y0R6sj5K3vAjMc,0x2dd7ffc84b203e9f:0xc78cc07b2bf9c8ea,https://lh5.googleusercontent.com/p/AF1QipMtzhiOPbE3XG9SY-xYFmAI4BtpIJjgERy0XPZQ,https://search.google.com/local/reviews?placeid=ChIJnz4gS8j_1y0R6sj5K3vAjMc&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
210,Goodfellas Barbershop Citraland,"TA1 no 12, Jl. Bukit Telaga Golf, Jeruk, Kec. Lakarsantri, Surabaya, Jawa Timur 60213","Kamis:[10.00â€“20.00],Jumat:[10.00â€“20.00],Sabtu:[10.00â€“20.00],Minggu:[10.00â€“20.00],Senin:[10.00â€“20.00],Selasa:[10.00â€“20.00],Rabu:[10.00â€“20.00]",81292188272,,https://www.google.com/maps?cid=9570969438283844911,103,4.9,goodfellasindonesia.com,Tempat Cukur Rambut,yes,-7.2921372,112.6482367,ChIJNWJYl5n91y0RL00Htf7p0oQ,0x2dd7fd9997586235:0x84d2e9feb5074d2f,https://lh5.googleusercontent.com/p/AF1QipMJ2FLlLLtxcgcfyqhkLC38YaQaTcpcm6frmCDd,https://search.google.com/local/reviews?placeid=ChIJNWJYl5n91y0RL00Htf7p0oQ&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
211,Cukur Boss Barbershop,"Ruko House of Bikers (HOBIS, Jl. Mayjen HR. Muhammad No.22 Lt. 2, Putat Gede, Kec. Sukomanunggal, Surabaya, Jawa Timur 60189","Kamis:[10.00â€“20.00],Jumat:[10.00â€“20.00],Sabtu:[10.00â€“20.00],Minggu:[10.00â€“20.00],Senin:[10.00â€“20.00],Selasa:[10.00â€“20.00],Rabu:[10.00â€“20.00]",8123699999,,https://www.google.com/maps?cid=4193298651141016350,20,4,,Tempat Cukur Rambut,no,-7.2859061,112.7002001,ChIJ7xs8shP81y0RHoti-ueWMTo,0x2dd7fc13b23c1bef:0x3a3196e7fa628b1e,https://lh5.googleusercontent.com/p/AF1QipN74mbvD05RBvz8s-Sp2GjkEgZg48oH4wqKTTsN,https://search.google.com/local/reviews?placeid=ChIJ7xs8shP81y0RHoti-ueWMTo&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
212,Mitra Potong Rambut,"Jl. Donowati No.34, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60188","Kamis:[08.00â€“22.00],Jumat:[08.00â€“22.00],Sabtu:[08.00â€“22.00],Minggu:[Tutup],Senin:[08.00â€“22.00],Selasa:[08.00â€“22.00],Rabu:[08.00â€“22.00]",,,https://www.google.com/maps?cid=1758366006275541575,15,4.6,,Tempat Cukur Rambut,no,-7.2682159,112.698631,ChIJleJSXaf-1y0RRwotBZH4Zhg,0x2dd7fea75d52e295:0x1866f891052d0a47,https://lh5.googleusercontent.com/p/AF1QipP0I0p3MJnQmGq8znUs7DjB9iXxQ3q_GWq4MDWK,https://search.google.com/local/reviews?placeid=ChIJleJSXaf-1y0RRwotBZH4Zhg&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
213,GoodFellas Barbershop Intro,"No.19, Blok RR, Jl. Dharmahusada Indah Timur, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81255556664,,https://www.google.com/maps?cid=17317860111133073270,256,4.8,goodfellasindonesia.com,Tempat Cukur Rambut,yes,-7.2730519,112.7820368,ChIJn2P8bCP61y0Rdl_-YQRmVfA,0x2dd7fa236cfc639f:0xf055660461fe5f76,https://lh5.googleusercontent.com/p/AF1QipNvBR5N31-HVP93WaVv59plxtF8IzcD-t8m9xd-,https://search.google.com/local/reviews?placeid=ChIJn2P8bCP61y0Rdl_-YQRmVfA&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
214,Gang8 Special Haircut,"Jl. Dukuh Kupang Barat VIII No.4, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",,,https://www.google.com/maps?cid=7660720084919592434,55,4.7,,Tempat Cukur Rambut,yes,-7.2791423,112.7108606,ChIJjf1jmAj81y0R8iVVOVRYUGo,0x2dd7fc089863fd8d:0x6a505854395525f2,https://lh5.googleusercontent.com/p/AF1QipPnGNCA4IHxc3xdECrLc8an7Eehcw10bUddm_9e,https://search.google.com/local/reviews?placeid=ChIJjf1jmAj81y0R8iVVOVRYUGo&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
215,Merdeka Barbershop,"Jl. Sukomanunggal No.39, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60281","Kamis:[Buka 24 jam],Jumat:[Buka 24 jam],Sabtu:[Buka 24 jam],Minggu:[Buka 24 jam],Senin:[Buka 24 jam],Selasa:[Buka 24 jam],Rabu:[Buka 24 jam]",85336488880,,https://www.google.com/maps?cid=12107884964508449452,5,4.8,,Tempat Cukur Rambut,yes,-7.2662059,112.6997233,ChIJs5Jiop__1y0RrLrRkjnZB6g,0x2dd7ff9fa26292b3:0xa807d93992d1baac,https://lh5.googleusercontent.com/p/AF1QipMHbfb4owcx9MT7Z9l7ZgQAKYU87aJR9rGvO9jf,https://search.google.com/local/reviews?placeid=ChIJs5Jiop__1y0RrLrRkjnZB6g&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
216,Papayo barbershop,"Jl. Simo Rejo II No.55-65, Simomulyo, Kec. Sukomanunggal, Surabaya, Jawa Timur 60281",,8996995910,,https://www.google.com/maps?cid=17825461918758734264,29,5,,Tempat Cukur Rambut,no,-7.2537914,112.7121674,ChIJI1AuzwT_1y0RuAne-CvDYPc,0x2dd7ff04cf2e5023:0xf760c32bf8de09b8,https://lh5.googleusercontent.com/p/AF1QipMXemaRNmIi8y0n6qaESZR4PEDeO2-pOv_Rc3lA,https://search.google.com/local/reviews?placeid=ChIJI1AuzwT_1y0RuAne-CvDYPc&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
217,Captain Barbershop,"Taman Gapura K8 G-walk, Citraland, Lidah Kulon, Kec. Lakarsantri, Surabaya, Jawa Timur 60217","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",8113000382,cs@captainbarbershop.co.id,https://www.google.com/maps?cid=7851982027997692066,519,4.8,captainbarbershop.co.id,Tempat Cukur Rambut,yes,-7.2903047,112.655128,ChIJeck1O6j91y0RosCNiQ3Y92w,0x2dd7fda83b35c979:0x6cf7d80d898dc0a2,https://lh5.googleusercontent.com/p/AF1QipMZ_8xXIsensnd6MnSv_rIYgAXDYNbESQIhMBNy,https://search.google.com/local/reviews?placeid=ChIJeck1O6j91y0RosCNiQ3Y92w&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
218,The Original Barbershop (Gwalk),"Jl. Taman Gapura Jl. Citraland Surabaya Blok A-10, Lontar, Kec. Sambikerep, Surabaya, Jawa Timur 60216","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",8113516363,,https://www.google.com/maps?cid=5253101911677264991,417,4.9,theoriginalbarbers.com,Tempat Cukur Rambut,yes,-7.286497,112.6560255,ChIJAQVhzuH91y0RX-RyRlvE5kg,0x2dd7fde1ce610501:0x48e6c45b4672e45f,https://lh5.googleusercontent.com/p/AF1QipOZeCXGCPaLVNYunhicJuZcqALDDazf3BWIYIx3,https://search.google.com/local/reviews?placeid=ChIJAQVhzuH91y0RX-RyRlvE5kg&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
219,Keluncum Barbershop Surabaya,"Jl. Dukuh Kupang XXV No.42, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60189","Kamis:[09.00â€“21.00],Jumat:[13.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",87812256145,,https://www.google.com/maps?cid=8708598723395225551,153,4.8,,Tempat Cukur Rambut,yes,-7.2835029,112.7129549,ChIJJVkjZcL91y0Rz4dkF2Yo23g,0x2dd7fdc265235925:0x78db2866176487cf,https://lh5.googleusercontent.com/p/AF1QipOn6xNfn4xmDFl4VdwEkn1xOaL2asp4cxz9rs8v,https://search.google.com/local/reviews?placeid=ChIJJVkjZcL91y0Rz4dkF2Yo23g&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
220,UPTOWN BARBERSHOP,"RUKO PALMA GALERIA, RB1 NO. 10, Bringin, Kec. Sambikerep, Surabaya, Jawa Timur","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",82337459291,,https://www.google.com/maps?cid=18309723765833079033,83,5,,Tempat Cukur Rambut,yes,-7.262428,112.6368449,ChIJhXOAtq771y0R-RgChsE0Gf4,0x2dd7fbaeb6807385:0xfe1934c1860218f9,https://lh5.googleusercontent.com/p/AF1QipMXjYUJHmvwb4diSrPvuBIBMmHjaXoZpa_xBXsp,https://search.google.com/local/reviews?placeid=ChIJhXOAtq771y0R-RgChsE0Gf4&q=barbershop+sukomanunggal&authuser=0&hl=in&gl=ID
221,MARVELOUS BARBERSHOP WIYUNG,"Jl. Raya Menganti Karangan No.22, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60227","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",81357687979,,https://www.google.com/maps?cid=16376454874823882738,366,4.5,,Tempat Cukur Rambut,yes,-7.3110616,112.6855233,ChIJ0XLV4_X81y0R8ncXRvHaROM,0x2dd7fcf5e3d572d1:0xe344daf1461777f2,https://lh5.googleusercontent.com/p/AF1QipMKLtIYKYFNhrRiO2RuyNu1oXKHZiUDxu0BjGZ9,https://search.google.com/local/reviews?placeid=ChIJ0XLV4_X81y0R8ncXRvHaROM&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
222,REPUBLIC PUNTADEWA BARBERSHOP WIYUNG,"Jl. Raya Menganti Karangan, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60227","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",82210792006,,https://www.google.com/maps?cid=4602091227688812131,100,4.6,,Tempat Cukur Rambut,yes,-7.3109975,112.6850972,ChIJ7XzqIqX91y0RYz5Vspbp3T8,0x2dd7fda522ea7ced:0x3fdde996b2553e63,https://lh5.googleusercontent.com/p/AF1QipNz3R4EX8rtaj23gIUrbnmYzuynGbs62KrB0nei,https://search.google.com/local/reviews?placeid=ChIJ7XzqIqX91y0RYz5Vspbp3T8&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
223,REPUBLIC BABERSHOP,"samping haus, Jl. Raya Menganti Babatan Jl. Raya Menganti Karangan No.5, Surabaya, Jawa Timur 60213","Kamis:[11.00â€“22.00],Jumat:[13.00â€“22.00],Sabtu:[11.00â€“22.00],Minggu:[11.00â€“22.00],Senin:[11.00â€“22.00],Selasa:[11.00â€“22.00],Rabu:[11.00â€“22.00]",81259679655,,https://www.google.com/maps?cid=13787699737799714506,50,4.7,,Tempat Cukur Rambut,no,-7.308952,112.6745268,ChIJ_RXHM0b91y0RymZMddy_V78,0x2dd7fd4633c715fd:0xbf57bfdc754c66ca,https://lh5.googleusercontent.com/p/AF1QipNGq3fsj0i3jI4m9P8q8ELEV8xgdzCS2nCf1lgJ,https://search.google.com/local/reviews?placeid=ChIJ_RXHM0b91y0RymZMddy_V78&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
224,De'Cutz Barber Shop,"Jl. Raya Menganti No.48, Jajar Tunggal, Kec. Wiyung, Surabaya, Jawa Timur 60229","Kamis:[11.00â€“21.00],Jumat:[11.00â€“21.00],Sabtu:[11.00â€“21.00],Minggu:[11.00â€“21.00],Senin:[11.00â€“21.00],Selasa:[11.00â€“21.00],Rabu:[11.00â€“21.00]",87849061494,,https://www.google.com/maps?cid=3930012504667613150,119,4.7,,Tempat Cukur Rambut,yes,-7.3134262,112.7016352,ChIJh2QFKGH91y0R3meOB401ijY,0x2dd7fd6128056487:0x368a358d078e67de,https://lh5.googleusercontent.com/p/AF1QipNqduuZ2ojBGv1oCIEfrmTBldDbLG9FYnfxrFa-,https://search.google.com/local/reviews?placeid=ChIJh2QFKGH91y0R3meOB401ijY&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
225,Tjoekoer Bawah Pohon Barbershop,"Jl. Raya Menganti Karangan No.6A, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60227","Kamis:[10.00â€“21.00],Jumat:[10.00â€“21.00],Sabtu:[10.00â€“21.00],Minggu:[10.00â€“21.00],Senin:[10.00â€“21.00],Selasa:[10.00â€“21.00],Rabu:[10.00â€“21.00]",81387781679,,https://www.google.com/maps?cid=8670647345801417491,535,4.9,,Tempat Cukur Rambut,yes,-7.3112,112.6873,ChIJsaEf7SP91y0RE1Mta9JTVHg,0x2dd7fd23ed1fa1b1:0x785453d26b2d5313,https://lh5.googleusercontent.com/p/AF1QipM6N_obehArJ349f2WRnDEUWJ3uK0MLCpOWSuu_,https://search.google.com/local/reviews?placeid=ChIJsaEf7SP91y0RE1Mta9JTVHg&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
226,Serious Cut Barbershop Wiyung,"MPP5+X45, Jl. Menganti Wiyung, Jajar Tunggal, Kec. Wiyung, Surabaya, Jawa Timur","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[Tutup],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",87872811133,,https://www.google.com/maps?cid=14017339545205957110,40,5,,Tempat Cukur Rambut,no,-7.3126082,112.7078461,ChIJC5UfLAD91y0R9mEJoAyYh8I,0x2dd7fd002c1f950b:0xc287980ca00961f6,https://lh5.googleusercontent.com/p/AF1QipOoI56GxYt1itNWseLAi12ITC-k_PNgD4kIQw5C,https://search.google.com/local/reviews?placeid=ChIJC5UfLAD91y0R9mEJoAyYh8I&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
227,MEET THE BARBER,"Perumahan Pratama, Jl. Raya Babatan Pratama No.7 Blok A, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60227","Kamis:[10.00â€“22.00],Jumat:[10.00â€“22.00],Sabtu:[09.00â€“22.00],Minggu:[09.00â€“22.00],Senin:[10.00â€“22.00],Selasa:[10.00â€“22.00],Rabu:[10.00â€“22.00]",317521355,,https://www.google.com/maps?cid=7449314726855535105,48,4.6,,Tempat Cukur Rambut,yes,-7.3124842,112.6868466,ChIJZRsEyvX81y0RAWpPokZIYWc,0x2dd7fcf5ca041b65:0x67614846a24f6a01,https://lh5.googleusercontent.com/p/AF1QipOGl9y7iAGtvXDCh7n0oTudv9A2SencbtwOvS7B,https://search.google.com/local/reviews?placeid=ChIJZRsEyvX81y0RAWpPokZIYWc&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
228,Barberlin,"Jl.gempol balas Klumprik 56 (sembrang gang SMA22 Surabaya, Surabaya, Jawa Timur","Kamis:[12.00â€“22.00],Jumat:[01.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[12.00â€“22.00],Selasa:[12.00â€“22.00],Rabu:[12.00â€“22.00]",83149282557,,https://www.google.com/maps?cid=9895614853760298008,53,5,,Tempat Cukur Rambut,yes,-7.3296389,112.6808946,ChIJ6SK3FSr51y0RGCx2wEdJVIk,0x2dd7f92a15b722e9:0x89544947c0762c18,https://lh5.googleusercontent.com/p/AF1QipOqy8ixKpywkT7BlvfoMCHCmxRzeuCnX5ZgPC38,https://search.google.com/local/reviews?placeid=ChIJ6SK3FSr51y0RGCx2wEdJVIk&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
229,Black White Barber Shop,"Jl. Raya Menganti Karangan No.16, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60227","Kamis:[09.00â€“21.00],Jumat:[09.00â€“21.00],Sabtu:[09.00â€“21.00],Minggu:[09.00â€“21.00],Senin:[09.00â€“21.00],Selasa:[09.00â€“21.00],Rabu:[09.00â€“21.00]",82231429896,,https://www.google.com/maps?cid=2990770751582466851,53,4.7,,"Tempat Cukur Rambut,Salon Kecantikan",no,-7.3112429,112.6864412,ChIJSQMf6vX81y0RI3OzHCdagSk,0x2dd7fcf5ea1f0349:0x29815a271cb37323,https://lh5.googleusercontent.com/p/AF1QipMdkvAYGQRlXf1N-O_4aq-9LxY9zEzYpsmnC29_,https://search.google.com/local/reviews?placeid=ChIJSQMf6vX81y0RI3OzHCdagSk&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
230,Danke barbershop,"Jl. Klumprik Pdam No.30, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222","Kamis:[13.00â€“22.00],Jumat:[13.00â€“22.00],Sabtu:[10.00â€“22.00],Minggu:[10.00â€“22.00],Senin:[13.00â€“22.00],Selasa:[13.00â€“22.00],Rabu:[13.00â€“22.00]",82132691999,dankebarber@gmail.com,https://www.google.com/maps?cid=17362090503284800767,86,4.8,dankebarber.id,Tempat Cukur Rambut,yes,-7.3303649,112.6843585,ChIJWbuwcmz91y0R_zx5DlOJ8vA,0x2dd7fd6c72b0bb59:0xf0f289530e793cff,https://lh5.googleusercontent.com/p/AF1QipNYQ12YN2NhcORiNvsv2ctN6hT0nQGhURaeQxfR,https://search.google.com/local/reviews?placeid=ChIJWbuwcmz91y0R_zx5DlOJ8vA&q=barbershop+Wiyung&authuser=0&hl=in&gl=ID
